~/workspace/go/src/osdrv/liss/liss -src ./main.liss
[left]: collect 228228
[left]: collect 229229
[left]: collect 230230
[left]: collect 231231
[left]: collect 232232
[left]: collect 233233
[left]: collect 234234
[left]: collect 235235
[left]: collect 236236
[left]: collect 237237
[left]: collect 238238
[left]: collect 239239
[left]: collect 240240
[left]: collect 241241
[left]: collect 242242
[left]: collect 243243
[left]: collect 244244
[left]: collect 245245
[left]: collect 246246
[left]: collect 247247
[left]: collect 248248
[left]: collect 249249
[left]: collect 250250
[left]: collect 251251
[left]: collect 252252
[left]: collect 253253
[left]: collect 254254
[left]: collect 255255
[left]: collect 2121
[left]: collect 2222
[left]: collect 2323
[left]: collect 2424
[left]: collect 2525
[left]: collect 2626
[left]: collect 2727
[left]: collect 2828
[left]: collect 2929
[left]: collect 3030
[left]: collect 3131
[left]: collect 3232
[left]: collect 3333
[left]: collect 3434
[left]: collect 3535
[left]: collect 3636
[left]: collect 3737
[left]: collect 3838
[left]: collect 3939
[left]: collect 4040
[left]: collect 4444444444
[left]: collect 66
[left]: collect 77
[left]: collect 88
[left]: collect 99
[left]: collect 91879187
[left]: collect 91889188
[left]: collect 91899189
[left]: collect 91909190
[left]: collect 91919191
[left]: collect 91929192
[left]: collect 91939193
[left]: collect 91949194
[left]: collect 313313
[left]: collect 314314
[left]: collect 315315
[left]: collect 316316
[left]: collect 317317
[left]: collect 318318
[left]: collect 319319
[left]: collect 320320
[left]: collect 321321
[left]: collect 322322
[left]: collect 323323
[left]: collect 324324
[left]: collect 325325
[left]: collect 326326
[left]: collect 327327
[left]: collect 328328
[left]: collect 329329
[left]: collect 330330
[left]: collect 331331
[left]: collect 332332
[left]: collect 333333
[left]: collect 334334
[left]: collect 335335
[left]: collect 336336
[left]: collect 337337
[left]: collect 338338
[left]: collect 339339
[left]: collect 340340
[left]: collect 341341
[left]: collect 6464
[left]: collect 6565
[left]: collect 6666
[left]: collect 6767
[left]: collect 6868
[left]: collect 6969
[left]: collect 7070
[left]: collect 7171
[left]: collect 7272
[left]: collect 7373
[left]: collect 7474
[left]: collect 7575
[left]: collect 7676
[left]: collect 7777
[left]: collect 7878
[left]: collect 7979
[left]: collect 8080
[left]: collect 8181
[left]: collect 8282
[left]: collect 8383
[left]: collect 8484
[left]: collect 8585
[left]: collect 8686
[left]: collect 8787
[left]: collect 8888
[left]: collect 8989
[left]: collect 9090
[left]: collect 9191
[left]: collect 9292
[left]: collect 9393
[left]: collect 9494
[left]: collect 9595
[left]: collect 9696
[left]: collect 9797
[left]: collect 9898
[left]: collect 9999
[left]: collect 11
[left]: collect 3434334343
[left]: collect 54475447
[left]: collect 54485448
[left]: collect 54495449
[left]: collect 54505450
[left]: collect 54515451
[left]: collect 54525452
[left]: collect 54535453
[left]: collect 54545454
[left]: collect 54555455
[left]: collect 54565456
[left]: collect 54575457
[left]: collect 54585458
[left]: collect 48664866
[left]: collect 48674867
[left]: collect 48684868
[left]: collect 48694869
[left]: collect 48704870
[left]: collect 48714871
[left]: collect 48724872
[left]: collect 48734873
[left]: collect 48744874
[left]: collect 48754875
[left]: collect 48764876
[left]: collect 48774877
[left]: collect 48784878
[left]: collect 48794879
[left]: collect 48804880
[left]: collect 48814881
[left]: collect 48824882
[left]: collect 48834883
[left]: collect 55
[left]: collect 1212
[left]: collect 1313
[left]: collect 1414
[left]: collect 1515
[left]: collect 1616
[left]: collect 1717
[left]: collect 1818
[left]: collect 33
res0: 38158151648
[right]: collect 9226492264
[right]: collect 9226592265
[right]: collect 9226692266
[right]: collect 9226492264
[right]: collect 9226592265
[right]: collect 9226692266
[right]: collect 4242
[right]: collect 4343
[right]: collect 4444
[right]: collect 4545
[right]: collect 4646
[right]: collect 4747
[right]: collect 4848
[right]: collect 4949
[right]: collect 5050
[right]: collect 5151
[right]: collect 5252
[right]: collect 5353
[right]: collect 5454
[right]: collect 5555
[right]: collect 5656
[right]: collect 5757
[right]: collect 5858
[right]: collect 5959
[right]: collect 6060
[right]: collect 6161
[right]: collect 6262
[right]: collect 6363
[right]: collect 687687
[right]: collect 688688
[right]: collect 689689
[right]: collect 690690
[right]: collect 691691
[right]: collect 692692
[right]: collect 693693
[right]: collect 694694
[right]: collect 695695
[right]: collect 696696
[right]: collect 697697
[right]: collect 698698
[right]: collect 699699
[right]: collect 700700
[right]: collect 701701
[right]: collect 702702
[right]: collect 703703
[right]: collect 704704
[right]: collect 705705
[right]: collect 706706
[right]: collect 707707
[right]: collect 708708
[right]: collect 709709
[right]: collect 710710
[right]: collect 711711
[right]: collect 712712
[right]: collect 713713
[right]: collect 714714
[right]: collect 715715
[right]: collect 716716
[right]: collect 717717
[right]: collect 718718
[right]: collect 719719
[right]: collect 720720
[right]: collect 721721
[right]: collect 722722
[right]: collect 723723
[right]: collect 724724
[right]: collect 725725
[right]: collect 726726
[right]: collect 727727
[right]: collect 728728
[right]: collect 729729
[right]: collect 730730
[right]: collect 731731
[right]: collect 732732
[right]: collect 733733
[right]: collect 734734
[right]: collect 735735
[right]: collect 736736
[right]: collect 737737
[right]: collect 738738
[right]: collect 739739
[right]: collect 740740
[right]: collect 741741
[right]: collect 742742
[right]: collect 743743
[right]: collect 744744
[right]: collect 745745
[right]: collect 746746
[right]: collect 747747
[right]: collect 748748
[right]: collect 749749
[right]: collect 750750
[right]: collect 751751
[right]: collect 752752
[right]: collect 753753
[right]: collect 754754
[right]: collect 755755
[right]: collect 756756
[right]: collect 757757
[right]: collect 758758
[right]: collect 759759
[right]: collect 760760
[right]: collect 761761
[right]: collect 762762
[right]: collect 763763
[right]: collect 764764
[right]: collect 765765
[right]: collect 766766
[right]: collect 767767
[right]: collect 768768
[right]: collect 769769
[right]: collect 770770
[right]: collect 771771
[right]: collect 772772
[right]: collect 773773
[right]: collect 774774
[right]: collect 775775
[right]: collect 776776
[right]: collect 777777
[right]: collect 778778
[right]: collect 779779
[right]: collect 780780
[right]: collect 781781
[right]: collect 782782
[right]: collect 783783
[right]: collect 784784
[right]: collect 785785
[right]: collect 786786
[right]: collect 787787
[right]: collect 788788
[right]: collect 789789
[right]: collect 790790
[right]: collect 791791
[right]: collect 792792
[right]: collect 793793
[right]: collect 794794
[right]: collect 795795
[right]: collect 796796
[right]: collect 797797
[right]: collect 798798
[right]: collect 799799
[right]: collect 800800
[right]: collect 801801
[right]: collect 802802
[right]: collect 803803
[right]: collect 804804
[right]: collect 805805
[right]: collect 806806
[right]: collect 807807
[right]: collect 808808
[right]: collect 809809
[right]: collect 810810
[right]: collect 811811
[right]: collect 812812
[right]: collect 813813
[right]: collect 814814
[right]: collect 815815
[right]: collect 816816
[right]: collect 817817
[right]: collect 818818
[right]: collect 819819
[right]: collect 820820
[right]: collect 821821
[right]: collect 822822
[right]: collect 823823
[right]: collect 824824
[right]: collect 825825
[right]: collect 826826
[right]: collect 827827
[right]: collect 828828
[right]: collect 829829
[right]: collect 830830
[right]: collect 831831
[right]: collect 832832
[right]: collect 833833
[right]: collect 834834
[right]: collect 835835
[right]: collect 519519
[right]: collect 520520
[right]: collect 521521
[right]: collect 522522
[right]: collect 523523
[right]: collect 524524
[right]: collect 525525
[right]: collect 526526
[right]: collect 527527
[right]: collect 528528
[right]: collect 529529
[right]: collect 530530
[right]: collect 531531
[right]: collect 532532
[right]: collect 533533
[right]: collect 534534
[right]: collect 535535
[right]: collect 536536
[right]: collect 537537
[right]: collect 538538
[right]: collect 539539
[right]: collect 540540
[right]: collect 541541
[right]: collect 542542
[right]: collect 543543
[right]: collect 544544
[right]: collect 545545
[right]: collect 546546
[right]: collect 547547
[right]: collect 548548
[right]: collect 549549
[right]: collect 550550
[right]: collect 551551
[right]: collect 552552
[right]: collect 553553
[right]: collect 554554
[right]: collect 555555
[right]: collect 556556
[right]: collect 557557
[right]: collect 558558
[right]: collect 559559
[right]: collect 560560
[right]: collect 561561
[right]: collect 562562
[right]: collect 563563
[right]: collect 564564
[right]: collect 565565
[right]: collect 566566
[right]: collect 567567
[right]: collect 568568
[right]: collect 569569
[right]: collect 570570
[right]: collect 571571
[right]: collect 572572
[right]: collect 573573
[right]: collect 574574
[right]: collect 575575
[right]: collect 576576
[right]: collect 577577
[right]: collect 578578
[right]: collect 579579
[right]: collect 580580
[right]: collect 581581
[right]: collect 582582
[right]: collect 583583
[right]: collect 584584
[right]: collect 585585
[right]: collect 586586
[right]: collect 587587
[right]: collect 588588
[right]: collect 589589
[right]: collect 590590
[right]: collect 591591
[right]: collect 592592
[right]: collect 593593
[right]: collect 594594
[right]: collect 595595
[right]: collect 596596
[right]: collect 597597
[right]: collect 598598
[right]: collect 599599
[right]: collect 600600
[right]: collect 601601
[right]: collect 602602
[right]: collect 603603
[right]: collect 604604
[right]: collect 605605
[right]: collect 606606
[right]: collect 607607
[right]: collect 608608
[right]: collect 609609
[right]: collect 610610
[right]: collect 611611
[right]: collect 612612
[right]: collect 613613
[right]: collect 614614
[right]: collect 615615
[right]: collect 616616
[right]: collect 617617
[right]: collect 618618
[right]: collect 619619
[right]: collect 620620
[right]: collect 621621
[right]: collect 622622
[right]: collect 623623
[right]: collect 624624
[right]: collect 625625
[right]: collect 626626
[right]: collect 627627
[right]: collect 628628
[right]: collect 629629
[right]: collect 630630
[right]: collect 631631
[right]: collect 632632
[right]: collect 633633
[right]: collect 356356
[right]: collect 357357
[right]: collect 358358
[right]: collect 359359
[right]: collect 360360
[right]: collect 361361
[right]: collect 362362
[right]: collect 363363
[right]: collect 364364
[right]: collect 365365
[right]: collect 366366
[right]: collect 367367
[right]: collect 368368
[right]: collect 369369
[right]: collect 370370
[right]: collect 371371
[right]: collect 372372
[right]: collect 373373
[right]: collect 374374
[right]: collect 375375
[right]: collect 376376
[right]: collect 377377
[right]: collect 378378
[right]: collect 379379
[right]: collect 380380
[right]: collect 381381
[right]: collect 382382
[right]: collect 383383
[right]: collect 384384
[right]: collect 385385
[right]: collect 386386
[right]: collect 387387
[right]: collect 388388
[right]: collect 389389
[right]: collect 390390
[right]: collect 391391
[right]: collect 392392
[right]: collect 393393
[right]: collect 394394
[right]: collect 395395
[right]: collect 396396
[right]: collect 397397
[right]: collect 398398
[right]: collect 399399
[right]: collect 400400
[right]: collect 401401
[right]: collect 402402
[right]: collect 403403
[right]: collect 404404
[right]: collect 405405
[right]: collect 406406
[right]: collect 407407
[right]: collect 408408
[right]: collect 409409
[right]: collect 410410
[right]: collect 411411
[right]: collect 412412
[right]: collect 413413
[right]: collect 414414
[right]: collect 415415
[right]: collect 416416
[right]: collect 417417
[right]: collect 418418
[right]: collect 419419
[right]: collect 420420
[right]: collect 421421
[right]: collect 422422
[right]: collect 423423
[right]: collect 424424
[right]: collect 425425
[right]: collect 426426
[right]: collect 427427
[right]: collect 428428
[right]: collect 429429
[right]: collect 430430
[right]: collect 431431
[right]: collect 432432
[right]: collect 433433
[right]: collect 434434
[right]: collect 435435
[right]: collect 436436
[right]: collect 437437
[right]: collect 438438
[right]: collect 439439
[right]: collect 440440
[right]: collect 441441
[right]: collect 442442
[right]: collect 443443
[right]: collect 444444
[right]: collect 445445
[right]: collect 446446
[right]: collect 447447
[right]: collect 448448
[right]: collect 449449
[right]: collect 450450
[right]: collect 451451
[right]: collect 452452
[right]: collect 453453
[right]: collect 454454
[right]: collect 455455
[right]: collect 456456
[right]: collect 457457
[right]: collect 458458
[right]: collect 459459
[right]: collect 460460
[right]: collect 461461
[right]: collect 462462
[right]: collect 463463
[right]: collect 464464
[right]: collect 465465
[right]: collect 466466
[right]: collect 467467
[right]: collect 468468
[right]: collect 469469
[right]: collect 470470
[right]: collect 471471
[right]: collect 971971
[right]: collect 972972
[right]: collect 973973
[right]: collect 974974
[right]: collect 975975
[right]: collect 976976
[right]: collect 977977
[right]: collect 978978
[right]: collect 979979
[right]: collect 980980
[right]: collect 981981
[right]: collect 982982
[right]: collect 983983
[right]: collect 984984
[right]: collect 985985
[right]: collect 986986
[right]: collect 987987
[right]: collect 988988
[right]: collect 989989
[right]: collect 990990
[right]: collect 991991
[right]: collect 992992
[right]: collect 993993
[right]: collect 994994
[right]: collect 995995
[right]: collect 996996
[right]: collect 997997
[right]: collect 998998
[right]: collect 999999
[right]: collect 15141514
[right]: collect 15151515
[right]: collect 15161516
[right]: collect 15141514
[right]: collect 15151515
[right]: collect 15161516
[right]: collect 156156
[right]: collect 157157
[right]: collect 158158
[right]: collect 159159
[right]: collect 160160
[right]: collect 161161
[right]: collect 162162
[right]: collect 163163
[right]: collect 164164
[right]: collect 165165
[right]: collect 166166
[right]: collect 167167
[right]: collect 168168
[right]: collect 169169
[right]: collect 170170
[right]: collect 171171
[right]: collect 172172
[right]: collect 173173
[right]: collect 174174
[right]: collect 175175
[right]: collect 176176
[right]: collect 177177
[right]: collect 178178
[right]: collect 179179
[right]: collect 180180
[right]: collect 181181
[right]: collect 182182
[right]: collect 183183
[right]: collect 184184
[right]: collect 185185
[right]: collect 186186
[right]: collect 187187
[right]: collect 188188
[right]: collect 189189
[right]: collect 190190
[right]: collect 191191
[right]: collect 192192
[right]: collect 193193
[right]: collect 194194
[right]: collect 195195
[right]: collect 196196
[right]: collect 197197
[right]: collect 198198
[right]: collect 199199
[right]: collect 200200
[right]: collect 201201
[right]: collect 202202
[right]: collect 203203
[right]: collect 204204
[right]: collect 205205
[right]: collect 206206
[right]: collect 207207
[right]: collect 208208
[right]: collect 209209
[right]: collect 210210
[right]: collect 211211
[right]: collect 212212
[right]: collect 213213
[right]: collect 214214
[right]: collect 215215
[right]: collect 216216
[right]: collect 217217
[right]: collect 218218
[right]: collect 219219
[right]: collect 220220
[right]: collect 221221
[right]: collect 222222
[right]: collect 223223
[right]: collect 224224
[right]: collect 225225
[right]: collect 226226
[right]: collect 227227
[right]: collect 228228
[right]: collect 229229
[right]: collect 230230
[right]: collect 231231
[right]: collect 232232
[right]: collect 233233
[right]: collect 234234
[right]: collect 235235
[right]: collect 236236
[right]: collect 237237
[right]: collect 238238
[right]: collect 239239
[right]: collect 240240
[right]: collect 241241
[right]: collect 242242
[right]: collect 243243
[right]: collect 244244
[right]: collect 245245
[right]: collect 246246
[right]: collect 247247
[right]: collect 248248
[right]: collect 249249
[right]: collect 250250
[right]: collect 251251
[right]: collect 252252
[right]: collect 253253
[right]: collect 254254
[right]: collect 255255
[right]: collect 2121
[right]: collect 2222
[right]: collect 2323
[right]: collect 2424
[right]: collect 2525
[right]: collect 2626
[right]: collect 2727
[right]: collect 2828
[right]: collect 2929
[right]: collect 3030
[right]: collect 3131
[right]: collect 3232
[right]: collect 3333
[right]: collect 3434
[right]: collect 3535
[right]: collect 3636
[right]: collect 3737
[right]: collect 3838
[right]: collect 3939
[right]: collect 4040
[right]: collect 4444444444
[right]: collect 4444444444
[right]: collect 66
[right]: collect 77
[right]: collect 88
[right]: collect 99
[right]: collect 91879187
[right]: collect 91889188
[right]: collect 91899189
[right]: collect 91909190
[right]: collect 91919191
[right]: collect 91929192
[right]: collect 91939193
[right]: collect 91949194
[right]: collect 91879187
[right]: collect 91889188
[right]: collect 91899189
[right]: collect 91909190
[right]: collect 91919191
[right]: collect 91929192
[right]: collect 91939193
[right]: collect 91949194
[right]: collect 313313
[right]: collect 314314
[right]: collect 315315
[right]: collect 316316
[right]: collect 317317
[right]: collect 318318
[right]: collect 319319
[right]: collect 320320
[right]: collect 321321
[right]: collect 322322
[right]: collect 323323
[right]: collect 324324
[right]: collect 325325
[right]: collect 326326
[right]: collect 327327
[right]: collect 328328
[right]: collect 329329
[right]: collect 330330
[right]: collect 331331
[right]: collect 332332
[right]: collect 333333
[right]: collect 334334
[right]: collect 335335
[right]: collect 336336
[right]: collect 337337
[right]: collect 338338
[right]: collect 339339
[right]: collect 340340
[right]: collect 341341
[right]: collect 6464
[right]: collect 6565
[right]: collect 6666
[right]: collect 6767
[right]: collect 6868
[right]: collect 6969
[right]: collect 7070
[right]: collect 7171
[right]: collect 7272
[right]: collect 7373
[right]: collect 7474
[right]: collect 7575
[right]: collect 7676
[right]: collect 7777
[right]: collect 7878
[right]: collect 7979
[right]: collect 8080
[right]: collect 8181
[right]: collect 8282
[right]: collect 8383
[right]: collect 8484
[right]: collect 8585
[right]: collect 8686
[right]: collect 8787
[right]: collect 8888
[right]: collect 8989
[right]: collect 9090
[right]: collect 9191
[right]: collect 9292
[right]: collect 9393
[right]: collect 9494
[right]: collect 9595
[right]: collect 9696
[right]: collect 9797
[right]: collect 9898
[right]: collect 9999
[right]: collect 11
[right]: collect 3434334343
[right]: collect 3434334343
[right]: collect 54475447
[right]: collect 54485448
[right]: collect 54495449
[right]: collect 54505450
[right]: collect 54515451
[right]: collect 54525452
[right]: collect 54535453
[right]: collect 54545454
[right]: collect 54555455
[right]: collect 54565456
[right]: collect 54575457
[right]: collect 54585458
[right]: collect 54475447
[right]: collect 54485448
[right]: collect 54495449
[right]: collect 54505450
[right]: collect 54515451
[right]: collect 54525452
[right]: collect 54535453
[right]: collect 54545454
[right]: collect 54555455
[right]: collect 54565456
[right]: collect 54575457
[right]: collect 54585458
[right]: collect 48664866
[right]: collect 48674867
[right]: collect 48684868
[right]: collect 48694869
[right]: collect 48704870
[right]: collect 48714871
[right]: collect 48724872
[right]: collect 48734873
[right]: collect 48744874
[right]: collect 48754875
[right]: collect 48764876
[right]: collect 48774877
[right]: collect 48784878
[right]: collect 48794879
[right]: collect 48804880
[right]: collect 48814881
[right]: collect 48824882
[right]: collect 48834883
[right]: collect 48664866
[right]: collect 48674867
[right]: collect 48684868
[right]: collect 48694869
[right]: collect 48704870
[right]: collect 48714871
[right]: collect 48724872
[right]: collect 48734873
[right]: collect 48744874
